codigo_comuna,nombre_comuna,ambito,n_denuncias
4102,COQUIMBO,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
4102,COQUIMBO,INFRAESTRUCTURA,1
4103,ANDACOLLO,CONVIVENCIA,1
4201,ILLAPEL,CONVIVENCIA,2
4204,SALAMANCA,CONVIVENCIA,1
4301,OVALLE,ADMISIÓN,1
4301,OVALLE,CONVIVENCIA,2
4305,RÍO HURTADO,SEGURIDAD E HIGIENE,1
5101,VALPARAÍSO,CONVIVENCIA,13
5101,VALPARAÍSO,GESTIÓN DE RECURSOS FINANCIEROS,2
5101,VALPARAÍSO,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
5101,VALPARAÍSO,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
5102,CASABLANCA,CONVIVENCIA,3
5102,CASABLANCA,GESTIÓN DE RECURSOS FINANCIEROS,1
5104,JUAN FERNÁNDEZ,CONVIVENCIA,1
5107,QUINTERO,CONVIVENCIA,2
5109,VIÑA DEL MAR,ADMISIÓN,2
5109,VIÑA DEL MAR,CONVIVENCIA,27
5109,VIÑA DEL MAR,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
5109,VIÑA DEL MAR,INFRAESTRUCTURA,1
5201,ISLA DE PASCUA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
5301,LOS ANDES,ADMISIÓN,1
5301,LOS ANDES,CONVIVENCIA,6
5401,LA LIGUA,CONVIVENCIA,6
5401,LA LIGUA,GESTIÓN DE RECURSOS FINANCIEROS,1
5405,ZAPALLAR,CONVIVENCIA,3
5501,QUILLOTA,CONVIVENCIA,12
5501,QUILLOTA,GESTIÓN DE RECURSOS FINANCIEROS,2
5501,QUILLOTA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
5501,QUILLOTA,SEGURIDAD E HIGIENE,1
5502,CALERA,CONVIVENCIA,5
5503,HIJUELAS,CONVIVENCIA,1
5504,LA CRUZ,CONVIVENCIA,3
5506,NOGALES,CONVIVENCIA,2
5506,NOGALES,GESTIÓN DE RECURSOS FINANCIEROS,1
5601,SAN ANTONIO,CONVIVENCIA,4
5602,ALGARROBO,CONVIVENCIA,1
5605,EL TABO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
5606,SANTO DOMINGO,CONVIVENCIA,1
5701,SAN FELIPE,CONVIVENCIA,7
5701,SAN FELIPE,SEGURIDAD E HIGIENE,1
5702,CATEMU,CONVIVENCIA,1
5703,LLAILLAY,CONVIVENCIA,1
5705,PUTAENDO,SEGURIDAD E HIGIENE,1
5801,QUILPUÉ,CONVIVENCIA,13
5801,QUILPUÉ,GESTIÓN DE RECURSOS FINANCIEROS,2
5802,LIMACHE,CONVIVENCIA,3
5802,LIMACHE,GESTIÓN DE RECURSOS FINANCIEROS,1
5802,LIMACHE,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
5804,VILLA ALEMANA,CONVIVENCIA,5
5804,VILLA ALEMANA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
5804,VILLA ALEMANA,SEGURIDAD E HIGIENE,1
6101,RANCAGUA,ADMISIÓN,1
6101,RANCAGUA,CONVIVENCIA,13
6101,RANCAGUA,GESTIÓN DE RECURSOS FINANCIEROS,3
6101,RANCAGUA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
6105,DOÑIHUE,GESTIÓN TÉCNICO-PEDAGÓGICA,1
6108,MACHALÍ,CONVIVENCIA,1
6110,MOSTAZAL,CONVIVENCIA,1
6115,RENGO,CONVIVENCIA,2
6201,PICHILEMU,CONVIVENCIA,2
6301,SAN FERNANDO,CONVIVENCIA,11
6310,SANTA CRUZ,CONVIVENCIA,2
7101,TALCA,CONVIVENCIA,24
7101,TALCA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
7101,TALCA,SEGURIDAD E HIGIENE,1
7102,CONSTITUCIÓN,CONVIVENCIA,1
7102,CONSTITUCIÓN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
7105,MAULE,CONVIVENCIA,2
7106,PELARCO,GESTIÓN DE RECURSOS FINANCIEROS,1
7201,CAUQUENES,CONVIVENCIA,1
7301,CURICÓ,CONVIVENCIA,13
7301,CURICÓ,GESTIÓN DE RECURSOS FINANCIEROS,2
7304,MOLINA,CONVIVENCIA,1
7307,SAGRADA FAMILIA,CONVIVENCIA,1
7401,LINARES,CONVIVENCIA,11
7401,LINARES,GESTIÓN DE RECURSOS FINANCIEROS,1
7401,LINARES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
7402,COLBÚN,GESTIÓN DE RECURSOS FINANCIEROS,1
7405,RETIRO,CONVIVENCIA,2
7406,SAN JAVIER,CONVIVENCIA,1
8101,CONCEPCIÓN,ADMISIÓN,3
8101,CONCEPCIÓN,CONVIVENCIA,12
8101,CONCEPCIÓN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8101,CONCEPCIÓN,INFRAESTRUCTURA,2
8101,CONCEPCIÓN,SEGURIDAD E HIGIENE,2
8102,CORONEL,CONVIVENCIA,6
8103,CHIGUAYANTE,CONVIVENCIA,1
8105,HUALQUI,CONVIVENCIA,1
8106,LOTA,CONVIVENCIA,2
8107,PENCO,ADMISIÓN,1
8107,PENCO,CONVIVENCIA,2
8108,SAN PEDRO DE LA PAZ,CONVIVENCIA,7
8108,SAN PEDRO DE LA PAZ,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8108,SAN PEDRO DE LA PAZ,INFRAESTRUCTURA,2
8110,TALCAHUANO,CONVIVENCIA,6
8110,TALCAHUANO,GESTIÓN DE RECURSOS FINANCIEROS,1
8110,TALCAHUANO,INFRAESTRUCTURA,2
8111,TOMÉ,CONVIVENCIA,2
8112,HUALPÉN,CONVIVENCIA,1
8112,HUALPÉN,INFRAESTRUCTURA,1
8201,LEBU,CONVIVENCIA,1
8202,ARAUCO,CONVIVENCIA,4
8203,CAÑETE,CONVIVENCIA,2
8205,CURANILAHUE,CONVIVENCIA,2
8301,LOS ANGELES,CONVIVENCIA,7
8301,LOS ANGELES,GESTIÓN DE RECURSOS FINANCIEROS,1
8301,LOS ANGELES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8301,LOS ANGELES,INFRAESTRUCTURA,1
8303,CABRERO,CONVIVENCIA,1
8304,LAJA,CONVIVENCIA,1
8305,MULCHÉN,CONVIVENCIA,1
8309,QUILLECO,CONVIVENCIA,1
8311,SANTA BÁRBARA,CONVIVENCIA,1
9101,TEMUCO,ADMISIÓN,2
9101,TEMUCO,CONVIVENCIA,17
9101,TEMUCO,GESTIÓN DE RECURSOS FINANCIEROS,2
9101,TEMUCO,INFRAESTRUCTURA,2
9104,CURARREHUE,CONVIVENCIA,1
9107,GORBEA,CONVIVENCIA,1
9108,LAUTARO,CONVIVENCIA,1
9109,LONCOCHE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
9111,NUEVA IMPERIAL,CONVIVENCIA,1
9114,PITRUFQUÉN,CONVIVENCIA,1
9115,PUCÓN,CONVIVENCIA,2
9115,PUCÓN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
9118,TOLTÉN,CONVIVENCIA,1
9119,VILCÚN,CONVIVENCIA,1
9120,VILLARRICA,CONVIVENCIA,3
9120,VILLARRICA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
9201,ANGOL,CONVIVENCIA,4
9202,COLLIPULLI,CONVIVENCIA,1
9204,ERCILLA,CONVIVENCIA,1
9205,LONQUIMAY,CONVIVENCIA,1
9207,LUMACO,SEGURIDAD E HIGIENE,1
9210,TRAIGUÉN,CONVIVENCIA,2
9211,VICTORIA,CONVIVENCIA,4
10101,PUERTO MONTT,CONVIVENCIA,24
10101,PUERTO MONTT,GESTIÓN DE RECURSOS FINANCIEROS,3
10101,PUERTO MONTT,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
10102,CALBUCO,CONVIVENCIA,4
10104,FRESIA,CONVIVENCIA,1
10105,FRUTILLAR,CONVIVENCIA,1
10105,FRUTILLAR,GESTIÓN DE RECURSOS FINANCIEROS,1
10105,FRUTILLAR,SEGURIDAD E HIGIENE,1
10106,LOS MUERMOS,CONVIVENCIA,3
10109,PUERTO VARAS,ADMISIÓN,1
10109,PUERTO VARAS,CONVIVENCIA,3
10201,CASTRO,CONVIVENCIA,4
10202,ANCUD,CONVIVENCIA,1
10207,QUEILÉN,CONVIVENCIA,1
10208,QUELLÓN,CONVIVENCIA,1
10301,OSORNO,ADMISIÓN,2
10301,OSORNO,CONVIVENCIA,14
10301,OSORNO,INFRAESTRUCTURA,1
10302,PUERTO OCTAY,CONVIVENCIA,1
10303,PURRANQUE,CONVIVENCIA,3
10304,PUYEHUE,CONVIVENCIA,1
10306,SAN JUAN DE LA COSTA,INFRAESTRUCTURA,1
11101,COYHAIQUE,ADMISIÓN,2
11101,COYHAIQUE,CONVIVENCIA,6
11101,COYHAIQUE,GESTIÓN DE RECURSOS FINANCIEROS,1
11201,AYSÉN,CONVIVENCIA,1
11201,AYSÉN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
11202,CISNES,CONVIVENCIA,2
11301,COCHRANE,CONVIVENCIA,1
11402,RÍO IBÁÑEZ,CONVIVENCIA,2
12101,PUNTA ARENAS,CONVIVENCIA,13
12101,PUNTA ARENAS,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13101,SANTIAGO,CONVIVENCIA,65
13101,SANTIAGO,GESTIÓN DE RECURSOS FINANCIEROS,1
13101,SANTIAGO,GESTIÓN TÉCNICO-ADMINISTRATIVA,13
13101,SANTIAGO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13101,SANTIAGO,INFRAESTRUCTURA,1
13101,SANTIAGO,SEGURIDAD E HIGIENE,3
13102,CERRILLOS,CONVIVENCIA,5
13103,CERRO NAVIA,CONVIVENCIA,6
13103,CERRO NAVIA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13104,CONCHALÍ,CONVIVENCIA,7
13104,CONCHALÍ,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13105,EL BOSQUE,CONVIVENCIA,5
13105,EL BOSQUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13105,EL BOSQUE,SEGURIDAD E HIGIENE,2
13106,ESTACIÓN CENTRAL,ADMISIÓN,1
13106,ESTACIÓN CENTRAL,CONVIVENCIA,7
13106,ESTACIÓN CENTRAL,GESTIÓN DE RECURSOS FINANCIEROS,1
13106,ESTACIÓN CENTRAL,INFRAESTRUCTURA,1
13106,ESTACIÓN CENTRAL,SEGURIDAD E HIGIENE,1
13107,HUECHURABA,CONVIVENCIA,6
13108,INDEPENDENCIA,CONVIVENCIA,13
13109,LA CISTERNA,ADMISIÓN,1
13109,LA CISTERNA,CONVIVENCIA,14
13109,LA CISTERNA,GESTIÓN DE RECURSOS FINANCIEROS,2
13109,LA CISTERNA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13109,LA CISTERNA,INFRAESTRUCTURA,1
13109,LA CISTERNA,SEGURIDAD E HIGIENE,1
13110,LA FLORIDA,ADMISIÓN,1
13110,LA FLORIDA,CONVIVENCIA,39
13110,LA FLORIDA,GESTIÓN TÉCNICO-ADMINISTRATIVA,4
13110,LA FLORIDA,GESTIÓN TÉCNICO-PEDAGÓGICA,3
13110,LA FLORIDA,INFRAESTRUCTURA,3
13110,LA FLORIDA,SEGURIDAD E HIGIENE,1
13111,LA GRANJA,CONVIVENCIA,3
13112,LA PINTANA,CONVIVENCIA,7
13112,LA PINTANA,SEGURIDAD E HIGIENE,1
13113,LA REINA,CONVIVENCIA,4
13114,LAS CONDES,ADMISIÓN,1
13114,LAS CONDES,CONVIVENCIA,13
13114,LAS CONDES,GESTIÓN DE RECURSOS FINANCIEROS,1
13114,LAS CONDES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13114,LAS CONDES,GESTIÓN TÉCNICO-PEDAGÓGICA,9
13115,LO BARNECHEA,CONVIVENCIA,8
13116,LO ESPEJO,CONVIVENCIA,2
13117,LO PRADO,CONVIVENCIA,4
13118,MACUL,CONVIVENCIA,4
13118,MACUL,INFRAESTRUCTURA,1
13119,MAIPÚ,ADMISIÓN,1
13119,MAIPÚ,CONVIVENCIA,51
13119,MAIPÚ,GESTIÓN DE RECURSOS FINANCIEROS,4
13119,MAIPÚ,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13119,MAIPÚ,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13119,MAIPÚ,OTRO,1
13120,ÑUÑOA,ADMISIÓN,1
13120,ÑUÑOA,CONVIVENCIA,26
13120,ÑUÑOA,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13120,ÑUÑOA,SEGURIDAD E HIGIENE,1
13121,PEDRO AGUIRRE CERDA,CONVIVENCIA,5
13121,PEDRO AGUIRRE CERDA,GESTIÓN DE RECURSOS FINANCIEROS,1
13122,PEÑALOLÉN,CONVIVENCIA,10
13122,PEÑALOLÉN,GESTIÓN DE RECURSOS FINANCIEROS,1
13123,PROVIDENCIA,ADMISIÓN,2
13123,PROVIDENCIA,CONVIVENCIA,15
13123,PROVIDENCIA,SEGURIDAD E HIGIENE,1
13124,PUDAHUEL,CONVIVENCIA,6
13125,QUILICURA,ADMISIÓN,2
13125,QUILICURA,CONVIVENCIA,12
13125,QUILICURA,GESTIÓN DE RECURSOS FINANCIEROS,1
13126,QUINTA NORMAL,CONVIVENCIA,12
13127,RECOLETA,CONVIVENCIA,16
13128,RENCA,CONVIVENCIA,11
13128,RENCA,GESTIÓN DE RECURSOS FINANCIEROS,1
13128,RENCA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13129,SAN JOAQUÍN,CONVIVENCIA,2
13130,SAN MIGUEL,CONVIVENCIA,13
13130,SAN MIGUEL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13130,SAN MIGUEL,INFRAESTRUCTURA,1
13130,SAN MIGUEL,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13131,SAN RAMÓN,ADMISIÓN,1
13131,SAN RAMÓN,CONVIVENCIA,2
13132,VITACURA,CONVIVENCIA,2
13132,VITACURA,SEGURIDAD E HIGIENE,1
13201,PUENTE ALTO,CONVIVENCIA,28
13201,PUENTE ALTO,INFRAESTRUCTURA,2
13203,SAN JOSÉ DE MAIPO,CONVIVENCIA,2
13301,COLINA,CONVIVENCIA,7
13301,COLINA,SEGURIDAD E HIGIENE,1
13302,LAMPA,CONVIVENCIA,6
13302,LAMPA,GESTIÓN TÉCNICO-ADMINISTRATIVA,6
13302,LAMPA,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13302,LAMPA,INFRAESTRUCTURA,1
13303,TILTIL,CONVIVENCIA,2
13401,SAN BERNARDO,ADMISIÓN,1
13401,SAN BERNARDO,CONVIVENCIA,17
13401,SAN BERNARDO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13402,BUIN,ADMISIÓN,1
13402,BUIN,CONVIVENCIA,5
13403,CALERA DE TANGO,CONVIVENCIA,1
13404,PAINE,CONVIVENCIA,6
13501,MELIPILLA,ADMISIÓN,1
13501,MELIPILLA,CONVIVENCIA,5
13501,MELIPILLA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13501,MELIPILLA,INFRAESTRUCTURA,1
13503,CURACAVÍ,CONVIVENCIA,1
13505,SAN PEDRO,CONVIVENCIA,1
13505,SAN PEDRO,SEGURIDAD E HIGIENE,2
13601,TALAGANTE,CONVIVENCIA,7
13601,TALAGANTE,GESTIÓN DE RECURSOS FINANCIEROS,1
13601,TALAGANTE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13601,TALAGANTE,SEGURIDAD E HIGIENE,1
13602,EL MONTE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13603,ISLA DE MAIPO,CONVIVENCIA,1
13604,PADRE HURTADO,CONVIVENCIA,3
13604,PADRE HURTADO,GESTIÓN DE RECURSOS FINANCIEROS,1
13605,PEÑAFLOR,CONVIVENCIA,5
13605,PEÑAFLOR,INFRAESTRUCTURA,1
14101,VALDIVIA,CONVIVENCIA,6
14104,LOS LAGOS,GESTIÓN TÉCNICO-PEDAGÓGICA,1
14106,MARIQUINA,CONVIVENCIA,1
14107,PAILLACO,CONVIVENCIA,3
14108,PANGUIPULLI,CONVIVENCIA,1
14201,LA UNIÓN,CONVIVENCIA,2
14202,FUTRONO,CONVIVENCIA,1
14204,RÍO BUENO,CONVIVENCIA,1
15101,ARICA,CONVIVENCIA,5
16101,CHILLÁN,CONVIVENCIA,13
16101,CHILLÁN,GESTIÓN DE RECURSOS FINANCIEROS,1
16101,CHILLÁN,INFRAESTRUCTURA,1
16103,CHILLÁN VIEJO,ADMISIÓN,1
16104,EL CARMEN,CONVIVENCIA,2
16105,PEMUCO,CONVIVENCIA,1
16106,PINTO,CONVIVENCIA,1
16203,COELEMU,CONVIVENCIA,1
16301,SAN CARLOS,ADMISIÓN,1
16305,SAN NICOLÁS,CONVIVENCIA,1
