codigo_comuna,nombre_comuna,ambito,n_denuncias
5703,LLAILLAY,CONVIVENCIA,2
5705,PUTAENDO,CONVIVENCIA,3
5801,QUILPUÉ,CONVIVENCIA,19
5801,QUILPUÉ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5801,QUILPUÉ,SEGURIDAD E HIGIENE,3
5802,LIMACHE,CONVIVENCIA,4
5803,OLMUÉ,CONVIVENCIA,1
5804,VILLA ALEMANA,ADMISIÓN,1
5804,VILLA ALEMANA,CONVIVENCIA,22
5804,VILLA ALEMANA,GESTIÓN TÉCNICO-PEDAGÓGICA,2
5804,VILLA ALEMANA,INFRAESTRUCTURA,1
6101,RANCAGUA,ADMISIÓN,2
6101,RANCAGUA,CONVIVENCIA,10
6105,DOÑIHUE,CONVIVENCIA,1
6106,GRANEROS,CONVIVENCIA,6
6106,GRANEROS,GESTIÓN TÉCNICO-PEDAGÓGICA,2
6107,LAS CABRAS,CONVIVENCIA,1
6108,MACHALÍ,CONVIVENCIA,4
6108,MACHALÍ,INFRAESTRUCTURA,2
6110,MOSTAZAL,GESTIÓN DE RECURSOS FINANCIEROS,1
6111,OLIVAR,CONVIVENCIA,1
6114,QUINTA DE TILCOCO,CONVIVENCIA,1
6115,RENGO,CONVIVENCIA,3
6116,REQUÍNOA,CONVIVENCIA,2
6116,REQUÍNOA,SEGURIDAD E HIGIENE,1
6117,SAN VICENTE,CONVIVENCIA,7
6201,PICHILEMU,CONVIVENCIA,1
6203,LITUECHE,CONVIVENCIA,2
6204,MARCHIHUE,CONVIVENCIA,1
6205,NAVIDAD,CONVIVENCIA,1
6206,PAREDONES,CONVIVENCIA,2
6301,SAN FERNANDO,CONVIVENCIA,10
6302,CHÉPICA,CONVIVENCIA,1
6303,CHIMBARONGO,CONVIVENCIA,5
6304,LOLOL,CONVIVENCIA,1
6305,NANCAGUA,CONVIVENCIA,1
6310,SANTA CRUZ,CONVIVENCIA,3
7101,TALCA,CONVIVENCIA,24
7103,CUREPTO,CONVIVENCIA,2
7105,MAULE,CONVIVENCIA,2
7201,CAUQUENES,ADMISIÓN,1
7201,CAUQUENES,CONVIVENCIA,2
7201,CAUQUENES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
7202,CHANCO,CONVIVENCIA,1
7203,PELLUHUE,CONVIVENCIA,1
7301,CURICÓ,CONVIVENCIA,19
7302,HUALAÑÉ,CONVIVENCIA,2
7303,LICANTÉN,CONVIVENCIA,1
7304,MOLINA,CONVIVENCIA,2
7306,ROMERAL,CONVIVENCIA,1
7309,VICHUQUÉN,CONVIVENCIA,1
7401,LINARES,CONVIVENCIA,10
7401,LINARES,GESTIÓN DE RECURSOS FINANCIEROS,1
7401,LINARES,GESTIÓN TÉCNICO-PEDAGÓGICA,1
7402,COLBÚN,CONVIVENCIA,2
7403,LONGAVÍ,CONVIVENCIA,2
7404,PARRAL,CONVIVENCIA,2
7406,SAN JAVIER,CONVIVENCIA,6
8101,CONCEPCIÓN,ADMISIÓN,2
8101,CONCEPCIÓN,CONVIVENCIA,31
8101,CONCEPCIÓN,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
8101,CONCEPCIÓN,GESTIÓN TÉCNICO-PEDAGÓGICA,2
8101,CONCEPCIÓN,SEGURIDAD E HIGIENE,1
8102,CORONEL,CONVIVENCIA,10
8102,CORONEL,INFRAESTRUCTURA,1
8103,CHIGUAYANTE,ADMISIÓN,2
8103,CHIGUAYANTE,CONVIVENCIA,12
8103,CHIGUAYANTE,INFRAESTRUCTURA,1
8105,HUALQUI,CONVIVENCIA,2
8106,LOTA,CONVIVENCIA,5
8107,PENCO,CONVIVENCIA,2
8108,SAN PEDRO DE LA PAZ,CONVIVENCIA,10
8108,SAN PEDRO DE LA PAZ,INFRAESTRUCTURA,1
8109,SANTA JUANA,CONVIVENCIA,2
8110,TALCAHUANO,CONVIVENCIA,8
8110,TALCAHUANO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8110,TALCAHUANO,INFRAESTRUCTURA,1
8111,TOMÉ,CONVIVENCIA,6
8111,TOMÉ,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
8111,TOMÉ,SEGURIDAD E HIGIENE,1
8112,HUALPÉN,CONVIVENCIA,5
8112,HUALPÉN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8202,ARAUCO,CONVIVENCIA,4
8205,CURANILAHUE,CONVIVENCIA,1
8206,LOS ALAMOS,CONVIVENCIA,1
8301,LOS ANGELES,CONVIVENCIA,15
8301,LOS ÁNGELES,CONVIVENCIA,3
8303,CABRERO,CONVIVENCIA,1
8304,LAJA,CONVIVENCIA,1
8306,NACIMIENTO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8311,SANTA BÁRBARA,SEGURIDAD E HIGIENE,1
8312,TUCAPEL,CONVIVENCIA,1
9101,TEMUCO,CONVIVENCIA,32
9101,TEMUCO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
9101,TEMUCO,GESTIÓN TÉCNICO-PEDAGÓGICA,5
9101,TEMUCO,INFRAESTRUCTURA,2
9101,TEMUCO,SEGURIDAD E HIGIENE,3
9102,CARAHUE,CONVIVENCIA,5
9103,CUNCO,CONVIVENCIA,1
9105,FREIRE,CONVIVENCIA,1
9106,GALVARINO,CONVIVENCIA,1
9107,GORBEA,CONVIVENCIA,2
9108,LAUTARO,CONVIVENCIA,3
9109,LONCOCHE,CONVIVENCIA,3
9110,MELIPEUCO,CONVIVENCIA,1
9111,NUEVA IMPERIAL,ADMISIÓN,1
9111,NUEVA IMPERIAL,CONVIVENCIA,1
9111,NUEVA IMPERIAL,GESTIÓN TÉCNICO-PEDAGÓGICA,1
9112,PADRE LAS CASAS,CONVIVENCIA,2
9112,PADRE LAS CASAS,INFRAESTRUCTURA,1
9114,PITRUFQUÉN,CONVIVENCIA,3
9114,PITRUFQUÉN,SEGURIDAD E HIGIENE,1
9115,PUCÓN,ADMISIÓN,1
9115,PUCÓN,CONVIVENCIA,2
9119,VILCÚN,CONVIVENCIA,3
9120,VILLARRICA,CONVIVENCIA,12
9120,VILLARRICA,INFRAESTRUCTURA,2
9121,CHOLCHOL,CONVIVENCIA,1
9201,ANGOL,CONVIVENCIA,12
9203,CURACAUTÍN,CONVIVENCIA,2
9210,TRAIGUÉN,CONVIVENCIA,1
9210,TRAIGUÉN,SEGURIDAD E HIGIENE,1
9211,VICTORIA,CONVIVENCIA,2
10101,PUERTO MONTT,ADMISIÓN,3
10101,PUERTO MONTT,CONVIVENCIA,37
10101,PUERTO MONTT,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
10101,PUERTO MONTT,GESTIÓN TÉCNICO-PEDAGÓGICA,4
10101,PUERTO MONTT,INFRAESTRUCTURA,3
10101,PUERTO MONTT,SEGURIDAD E HIGIENE,2
10102,CALBUCO,CONVIVENCIA,5
10104,FRESIA,CONVIVENCIA,1
10105,FRUTILLAR,CONVIVENCIA,3
10105,FRUTILLAR,GESTIÓN TÉCNICO-PEDAGÓGICA,1
10107,LLANQUIHUE,CONVIVENCIA,1
10108,MAULLIN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
10108,MAULLÍN,CONVIVENCIA,1
10109,PUERTO VARAS,CONVIVENCIA,6
10201,CASTRO,CONVIVENCIA,5
10202,ANCUD,CONVIVENCIA,3
10202,ANCUD,GESTIÓN TÉCNICO-PEDAGÓGICA,1
10202,ANCUD,SEGURIDAD E HIGIENE,1
10204,CURACO DE VÉLEZ,CONVIVENCIA,1
10208,QUELLÓN,ADMISIÓN,1
10208,QUELLÓN,CONVIVENCIA,7
10208,QUELLÓN,GESTIÓN TÉCNICO-PEDAGÓGICA,2
10301,OSORNO,CONVIVENCIA,15
10301,OSORNO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
10304,PUYEHUE,CONVIVENCIA,3
10305,RÍO NEGRO,CONVIVENCIA,1
10306,SAN JUAN DE LA COSTA,ADMISIÓN,1
10402,FUTALEUFÚ,CONVIVENCIA,1
10403,HUALAIHUÉ,CONVIVENCIA,2
10403,HUALAIHUÉ,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
11101,COYHAIQUE,CONVIVENCIA,13
11101,COYHAIQUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
11101,COYHAIQUE,SEGURIDAD E HIGIENE,2
11201,AYSÉN,CONVIVENCIA,6
11402,RÍO IBÁÑEZ,CONVIVENCIA,1
12101,PUNTA ARENAS,CONVIVENCIA,29
12101,PUNTA ARENAS,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
12101,PUNTA ARENAS,INFRAESTRUCTURA,1
12201,CABO DE HORNOS,CONVIVENCIA,1
12301,PORVENIR,CONVIVENCIA,1
12401,NATALES,CONVIVENCIA,1
13101,SANTIAGO,ADMISIÓN,1
13101,SANTIAGO,CONVIVENCIA,63
13101,SANTIAGO,GESTIÓN TÉCNICO-PEDAGÓGICA,8
13101,SANTIAGO,INFRAESTRUCTURA,1
13101,SANTIAGO,SEGURIDAD E HIGIENE,6
13102,CERRILLOS,CONVIVENCIA,4
13102,CERRILLOS,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13103,CERRO NAVIA,CONVIVENCIA,4
13104,CONCHALÍ,CONVIVENCIA,10
13104,CONCHALÍ,INFRAESTRUCTURA,1
13105,EL BOSQUE,CONVIVENCIA,14
13105,EL BOSQUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13105,EL BOSQUE,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13106,ESTACIÓN CENTRAL,CONVIVENCIA,9
13107,HUECHURABA,CONVIVENCIA,7
13108,INDEPENDENCIA,CONVIVENCIA,10
13108,INDEPENDENCIA,SEGURIDAD E HIGIENE,1
13109,LA CISTERNA,CONVIVENCIA,14
13109,LA CISTERNA,GESTIÓN DE RECURSOS FINANCIEROS,1
13109,LA CISTERNA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13110,LA FLORIDA,ADMISIÓN,1
13110,LA FLORIDA,CONVIVENCIA,43
13110,LA FLORIDA,GESTIÓN TÉCNICO-ADMINISTRATIVA,3
13110,LA FLORIDA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13110,LA FLORIDA,INFRAESTRUCTURA,1
13110,LA FLORIDA,SEGURIDAD E HIGIENE,1
13111,LA GRANJA,CONVIVENCIA,4
13111,LA GRANJA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13111,LA GRANJA,SEGURIDAD E HIGIENE,2
13112,LA PINTANA,CONVIVENCIA,12
13112,LA PINTANA,SEGURIDAD E HIGIENE,1
13113,LA REINA,CONVIVENCIA,8
13113,LA REINA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13114,LAS CONDES,CONVIVENCIA,15
13115,LO BARNECHEA,CONVIVENCIA,4
13116,LO ESPEJO,CONVIVENCIA,2
13117,LO PRADO,CONVIVENCIA,1
13117,LO PRADO,SEGURIDAD E HIGIENE,1
13118,MACUL,CONVIVENCIA,2
13118,MACUL,GESTIÓN TÉCNICO-ADMINISTRATIVA,3
13118,MACUL,INFRAESTRUCTURA,1
13119,MAIPÚ,ADMISIÓN,1
13119,MAIPÚ,CONVIVENCIA,71
13119,MAIPÚ,GESTIÓN TÉCNICO-PEDAGÓGICA,4
13119,MAIPÚ,INFRAESTRUCTURA,1
13119,MAIPÚ,SEGURIDAD E HIGIENE,2
13120,ÑUÑOA,CONVIVENCIA,35
13120,ÑUÑOA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13120,ÑUÑOA,GESTIÓN TÉCNICO-PEDAGÓGICA,8
13120,ÑUÑOA,SEGURIDAD E HIGIENE,1
13121,PEDRO AGUIRRE CERDA,CONVIVENCIA,6
13121,PEDRO AGUIRRE CERDA,SEGURIDAD E HIGIENE,1
13122,PEÑALOLÉN,CONVIVENCIA,12
13122,PEÑALOLÉN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13122,PEÑALOLÉN,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13122,PEÑALOLÉN,SEGURIDAD E HIGIENE,3
13123,PROVIDENCIA,CONVIVENCIA,28
13123,PROVIDENCIA,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13123,PROVIDENCIA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13123,PROVIDENCIA,INFRAESTRUCTURA,1
13123,PROVIDENCIA,SEGURIDAD E HIGIENE,3
13124,PUDAHUEL,CONVIVENCIA,12
13124,PUDAHUEL,SEGURIDAD E HIGIENE,1
13125,QUILICURA,ADMISIÓN,2
13125,QUILICURA,CONVIVENCIA,21
13126,QUINTA NORMAL,CONVIVENCIA,3
13126,QUINTA NORMAL,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13126,QUINTA NORMAL,SEGURIDAD E HIGIENE,1
13127,RECOLETA,CONVIVENCIA,10
13127,RECOLETA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13127,RECOLETA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13128,RENCA,CONVIVENCIA,10
13128,RENCA,SEGURIDAD E HIGIENE,2
13130,SAN MIGUEL,CONVIVENCIA,17
13130,SAN MIGUEL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13130,SAN MIGUEL,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13130,SAN MIGUEL,SEGURIDAD E HIGIENE,2
13131,SAN RAMÓN,CONVIVENCIA,3
13131,SAN RAMÓN,INFRAESTRUCTURA,1
13132,VITACURA,ADMISIÓN,1
13132,VITACURA,CONVIVENCIA,5
13201,PUENTE ALTO,ADMISIÓN,1
13201,PUENTE ALTO,CONVIVENCIA,44
13201,PUENTE ALTO,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13201,PUENTE ALTO,INFRAESTRUCTURA,2
13201,PUENTE ALTO,SEGURIDAD E HIGIENE,3
13203,SAN JOSÉ DE MAIPO,CONVIVENCIA,2
13301,COLINA,ADMISIÓN,2
13301,COLINA,CONVIVENCIA,22
13301,COLINA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13302,LAMPA,CONVIVENCIA,16
13302,LAMPA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13303,TILTIL,CONVIVENCIA,2
13401,SAN BERNARDO,CONVIVENCIA,18
13401,SAN BERNARDO,GESTIÓN TÉCNICO-PEDAGÓGICA,5
13401,SAN BERNARDO,SEGURIDAD E HIGIENE,2
13402,BUIN,CONVIVENCIA,11
13402,BUIN,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",3
13403,CALERA DE TANGO,ADMISIÓN,1
13403,CALERA DE TANGO,CONVIVENCIA,2
13404,PAINE,CONVIVENCIA,8
13501,MELIPILLA,ADMISIÓN,1
13501,MELIPILLA,CONVIVENCIA,10
13503,CURACAVÍ,CONVIVENCIA,3
13503,CURACAVÍ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13504,MARÍA PINTO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13505,SAN PEDRO,CONVIVENCIA,1
13601,TALAGANTE,CONVIVENCIA,7
13601,TALAGANTE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13601,TALAGANTE,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13601,TALAGANTE,SEGURIDAD E HIGIENE,1
13602,EL MONTE,CONVIVENCIA,1
13603,ISLA DE MAIPO,CONVIVENCIA,2
13604,PADRE HURTADO,CONVIVENCIA,4
13605,PEÑAFLOR,CONVIVENCIA,11
13605,PEÑAFLOR,SEGURIDAD E HIGIENE,1
14101,VALDIVIA,CONVIVENCIA,14
14101,VALDIVIA,GESTIÓN TÉCNICO-PEDAGÓGICA,3
14103,LANCO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
14104,LOS LAGOS,CONVIVENCIA,1
14107,PAILLACO,CONVIVENCIA,2
14107,PAILLACO,SEGURIDAD E HIGIENE,1
14108,PANGUIPULLI,CONVIVENCIA,1
14201,LA UNIÓN,CONVIVENCIA,2
14201,LA UNIÓN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
14201,LA UNIÓN,INFRAESTRUCTURA,1
14202,FUTRONO,CONVIVENCIA,4
14204,RÍO BUENO,CONVIVENCIA,1
15101,ARICA,ADMISIÓN,1
15101,ARICA,CONVIVENCIA,19
15101,ARICA,SEGURIDAD E HIGIENE,1
16101,CHILLÁN,CONVIVENCIA,31
16101,CHILLÁN,GESTIÓN TÉCNICO-PEDAGÓGICA,5
16101,CHILLÁN,INFRAESTRUCTURA,1
16101,CHILLÁN,SEGURIDAD E HIGIENE,1
16102,BULNES,CONVIVENCIA,4
16104,EL CARMEN,CONVIVENCIA,1
16107,QUILLÓN,ADMISIÓN,1
16107,QUILLÓN,CONVIVENCIA,1
16107,QUILLÓN,INFRAESTRUCTURA,1
16109,YUNGAY,CONVIVENCIA,1
16301,SAN CARLOS,CONVIVENCIA,2
16302,COIHUECO,CONVIVENCIA,2
