codigo_comuna,nombre_comuna,ambito,n_denuncias
13121,PEDRO AGUIRRE CERDA,CONVIVENCIA,4
13121,PEDRO AGUIRRE CERDA,SEGURIDAD E HIGIENE,1
13122,PEÑALOLÉN,ADMISIÓN,1
13122,PEÑALOLÉN,CONVIVENCIA,20
13123,PROVIDENCIA,ADMISIÓN,1
13123,PROVIDENCIA,CONVIVENCIA,25
13123,PROVIDENCIA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13123,PROVIDENCIA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13123,PROVIDENCIA,GESTIÓN TÉCNICO-PEDAGÓGICA,8
13123,PROVIDENCIA,INFRAESTRUCTURA,1
13123,PROVIDENCIA,SEGURIDAD E HIGIENE,1
13124,PUDAHUEL,CONVIVENCIA,11
13124,PUDAHUEL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13125,QUILICURA,CONVIVENCIA,23
13125,QUILICURA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13125,QUILICURA,SEGURIDAD E HIGIENE,1
13126,QUINTA NORMAL,ADMISIÓN,1
13126,QUINTA NORMAL,CONVIVENCIA,15
13127,RECOLETA,CONVIVENCIA,25
13127,RECOLETA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13127,RECOLETA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13127,RECOLETA,SEGURIDAD E HIGIENE,1
13128,RENCA,CONVIVENCIA,13
13129,SAN JOAQUÍN,CONVIVENCIA,3
13130,SAN MIGUEL,CONVIVENCIA,11
13130,SAN MIGUEL,GESTIÓN DE RECURSOS FINANCIEROS,1
13130,SAN MIGUEL,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13130,SAN MIGUEL,SEGURIDAD E HIGIENE,1
13131,SAN RAMÓN,CONVIVENCIA,3
13132,VITACURA,CONVIVENCIA,5
13132,VITACURA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
