codigo_comuna,nombre_comuna,ambito,n_denuncias
5102,CASABLANCA,CONVIVENCIA,5
5103,CONCÓN,CONVIVENCIA,1
5109,VIÑA DEL MAR,CONVIVENCIA,33
5109,VIÑA DEL MAR,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
5109,VIÑA DEL MAR,GESTIÓN TÉCNICO-PEDAGÓGICA,1
5109,VIÑA DEL MAR,INFRAESTRUCTURA,1
5109,VIÑA DEL MAR,SEGURIDAD E HIGIENE,3
5201,ISLA DE PASCUA,CONVIVENCIA,1
5301,LOS ANDES,CONVIVENCIA,1
5301,LOS ANDES,SEGURIDAD E HIGIENE,1
5401,LA LIGUA,CONVIVENCIA,3
5501,QUILLOTA,CONVIVENCIA,6
5502,CALERA,ADMISIÓN,1
5502,CALERA,CONVIVENCIA,2
5503,HIJUELAS,CONVIVENCIA,1
5504,LA CRUZ,CONVIVENCIA,1
5601,SAN ANTONIO,ADMISIÓN,1
5601,SAN ANTONIO,CONVIVENCIA,5
5603,CARTAGENA,CONVIVENCIA,1
5604,EL QUISCO,CONVIVENCIA,2
5701,SAN FELIPE,CONVIVENCIA,7
5702,CATEMU,CONVIVENCIA,1
5703,LLAILLAY,CONVIVENCIA,2
5705,PUTAENDO,CONVIVENCIA,1
5801,QUILPUÉ,CONVIVENCIA,11
5801,QUILPUÉ,INFRAESTRUCTURA,1
5802,LIMACHE,ADMISIÓN,1
5802,LIMACHE,CONVIVENCIA,6
5804,VILLA ALEMANA,CONVIVENCIA,7
5804,VILLA ALEMANA,GESTIÓN DE RECURSOS FINANCIEROS,1
5804,VILLA ALEMANA,SEGURIDAD E HIGIENE,1
6101,RANCAGUA,CONVIVENCIA,20
6101,RANCAGUA,GESTIÓN DE RECURSOS FINANCIEROS,2
6101,RANCAGUA,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
6101,RANCAGUA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
6101,RANCAGUA,INFRAESTRUCTURA,1
6102,CODEGUA,CONVIVENCIA,1
6106,GRANEROS,CONVIVENCIA,3
6107,LAS CABRAS,GESTIÓN DE RECURSOS FINANCIEROS,1
6108,MACHALÍ,CONVIVENCIA,6
6108,MACHALÍ,GESTIÓN DE RECURSOS FINANCIEROS,1
6115,RENGO,INFRAESTRUCTURA,1
6116,REQUÍNOA,CONVIVENCIA,1
6117,SAN VICENTE,SEGURIDAD E HIGIENE,1
6201,PICHILEMU,CONVIVENCIA,1
6201,PICHILEMU,GESTIÓN DE RECURSOS FINANCIEROS,2
6203,LITUECHE,CONVIVENCIA,2
6205,NAVIDAD,CONVIVENCIA,2
6301,SAN FERNANDO,ADMISIÓN,2
6301,SAN FERNANDO,CONVIVENCIA,8
6301,SAN FERNANDO,GESTIÓN DE RECURSOS FINANCIEROS,2
6301,SAN FERNANDO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
6301,SAN FERNANDO,INFRAESTRUCTURA,1
6301,SAN FERNANDO,SEGURIDAD E HIGIENE,1
6307,PERALILLO,CONVIVENCIA,1
6310,SANTA CRUZ,CONVIVENCIA,4
6310,SANTA CRUZ,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
7101,TALCA,ADMISIÓN,1
7101,TALCA,CONVIVENCIA,23
7101,TALCA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
7101,TALCA,INFRAESTRUCTURA,4
7102,CONSTITUCIÓN,CONVIVENCIA,2
7105,MAULE,CONVIVENCIA,5
7201,CAUQUENES,SEGURIDAD E HIGIENE,1
7203,PELLUHUE,CONVIVENCIA,2
7301,CURICÓ,CONVIVENCIA,8
7301,CURICÓ,INFRAESTRUCTURA,1
7304,MOLINA,CONVIVENCIA,1
7304,MOLINA,GESTIÓN DE RECURSOS FINANCIEROS,2
7304,MOLINA,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
7308,TENO,CONVIVENCIA,2
7308,TENO,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
7401,LINARES,CONVIVENCIA,5
7403,LONGAVÍ,CONVIVENCIA,1
7404,PARRAL,CONVIVENCIA,2
7406,SAN JAVIER,CONVIVENCIA,1
7406,SAN JAVIER,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
7408,YERBAS BUENAS,CONVIVENCIA,1
7408,YERBAS BUENAS,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8101,CONCEPCIÓN,ADMISIÓN,2
8101,CONCEPCIÓN,CONVIVENCIA,25
8101,CONCEPCIÓN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
8101,CONCEPCIÓN,INFRAESTRUCTURA,2
8102,CORONEL,CONVIVENCIA,7
8102,CORONEL,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8102,CORONEL,SEGURIDAD E HIGIENE,1
8103,CHIGUAYANTE,CONVIVENCIA,9
8103,CHIGUAYANTE,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8105,HUALQUI,CONVIVENCIA,4
8106,LOTA,CONVIVENCIA,2
8106,LOTA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8106,LOTA,SEGURIDAD E HIGIENE,1
8107,PENCO,CONVIVENCIA,1
8107,PENCO,GESTIÓN DE RECURSOS FINANCIEROS,1
8108,SAN PEDRO DE LA PAZ,CONVIVENCIA,4
8108,SAN PEDRO DE LA PAZ,GESTIÓN DE RECURSOS FINANCIEROS,1
8109,SANTA JUANA,ADMISIÓN,1
8110,TALCAHUANO,ADMISIÓN,1
8110,TALCAHUANO,CONVIVENCIA,9
8110,TALCAHUANO,INFRAESTRUCTURA,1
8111,TOMÉ,CONVIVENCIA,2
8112,HUALPÉN,CONVIVENCIA,1
8112,HUALPÉN,INFRAESTRUCTURA,1
8201,LEBU,CONVIVENCIA,2
8202,ARAUCO,GESTIÓN DE RECURSOS FINANCIEROS,1
8203,CAÑETE,CONVIVENCIA,1
8204,CONTULMO,CONVIVENCIA,1
8205,CURANILAHUE,CONVIVENCIA,1
8206,LOS ALAMOS,CONVIVENCIA,1
8301,LOS ANGELES,ADMISIÓN,1
8301,LOS ANGELES,CONVIVENCIA,6
8302,ANTUCO,CONVIVENCIA,1
8303,CABRERO,CONVIVENCIA,1
8304,LAJA,CONVIVENCIA,2
8307,NEGRETE,CONVIVENCIA,1
8312,TUCAPEL,CONVIVENCIA,1
8313,YUMBEL,CONVIVENCIA,2
8313,YUMBEL,INFRAESTRUCTURA,1
8314,ALTO BIOBÍO,CONVIVENCIA,1
8401,CHILLÁN,CONVIVENCIA,11
8401,CHILLÁN,INFRAESTRUCTURA,2
8401,CHILLÁN,OTRO,1
8401,CHILLÁN,SEGURIDAD E HIGIENE,1
8402,BULNES,CONVIVENCIA,1
8406,CHILLÁN VIEJO,CONVIVENCIA,1
8409,ÑIQUÉN,CONVIVENCIA,1
8411,PINTO,CONVIVENCIA,1
8415,RÁNQUIL,GESTIÓN DE RECURSOS FINANCIEROS,1
8416,SAN CARLOS,CONVIVENCIA,4
8418,SAN IGNACIO,CONVIVENCIA,1
8418,SAN IGNACIO,GESTIÓN DE RECURSOS FINANCIEROS,2
8419,SAN NICOLÁS,CONVIVENCIA,1
9101,TEMUCO,ADMISIÓN,1
9101,TEMUCO,CONVIVENCIA,23
9101,TEMUCO,INFRAESTRUCTURA,2
9102,CARAHUE,CONVIVENCIA,1
9103,CUNCO,CONVIVENCIA,1
9107,GORBEA,CONVIVENCIA,1
9108,LAUTARO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
9108,LAUTARO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
9109,LONCOCHE,CONVIVENCIA,2
9111,NUEVA IMPERIAL,ADMISIÓN,1
9111,NUEVA IMPERIAL,INFRAESTRUCTURA,1
9113,PERQUENCO,CONVIVENCIA,1
9114,PITRUFQUÉN,CONVIVENCIA,2
9115,PUCÓN,CONVIVENCIA,1
9120,VILLARRICA,CONVIVENCIA,2
9120,VILLARRICA,GESTIÓN DE RECURSOS FINANCIEROS,1
9120,VILLARRICA,GESTIÓN TÉCNICO-PEDAGÓGICA,14
9120,VILLARRICA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
9121,CHOLCHOL,CONVIVENCIA,1
9201,ANGOL,CONVIVENCIA,4
9201,ANGOL,GESTIÓN DE RECURSOS FINANCIEROS,1
9202,COLLIPULLI,CONVIVENCIA,1
9211,VICTORIA,CONVIVENCIA,3
10101,PUERTO MONTT,CONVIVENCIA,20
10102,CALBUCO,CONVIVENCIA,3
10103,COCHAMÓ,CONVIVENCIA,1
10105,FRUTILLAR,CONVIVENCIA,2
10106,LOS MUERMOS,GESTIÓN TÉCNICO-PEDAGÓGICA,1
10109,PUERTO VARAS,ADMISIÓN,1
10109,PUERTO VARAS,CONVIVENCIA,3
10109,PUERTO VARAS,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
10201,CASTRO,ADMISIÓN,1
10201,CASTRO,CONVIVENCIA,3
10202,ANCUD,CONVIVENCIA,5
10208,QUELLÓN,CONVIVENCIA,2
10301,OSORNO,CONVIVENCIA,4
10301,OSORNO,INFRAESTRUCTURA,1
10305,RÍO NEGRO,CONVIVENCIA,1
10307,SAN PABLO,CONVIVENCIA,1
11101,COYHAIQUE,ADMISIÓN,1
11101,COYHAIQUE,CONVIVENCIA,12
11101,COYHAIQUE,GESTIÓN DE RECURSOS FINANCIEROS,1
11101,COYHAIQUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
11101,COYHAIQUE,INFRAESTRUCTURA,2
11201,AYSÉN,CONVIVENCIA,3
11202,CISNES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
11203,GUAITECAS,CONVIVENCIA,1
11301,COCHRANE,INFRAESTRUCTURA,1
11302,O'HIGGINS,CONVIVENCIA,1
12101,PUNTA ARENAS,ADMISIÓN,1
12101,PUNTA ARENAS,CONVIVENCIA,17
12101,PUNTA ARENAS,GESTIÓN TÉCNICO-PEDAGÓGICA,1
12201,CABO DE HORNOS,CONVIVENCIA,1
12301,PORVENIR,CONVIVENCIA,1
12401,NATALES,CONVIVENCIA,3
13101,SANTIAGO,ADMISIÓN,1
13101,SANTIAGO,CONVIVENCIA,72
13101,SANTIAGO,GESTIÓN DE RECURSOS FINANCIEROS,4
13101,SANTIAGO,GESTIÓN TÉCNICO-ADMINISTRATIVA,6
13101,SANTIAGO,GESTIÓN TÉCNICO-PEDAGÓGICA,13
13101,SANTIAGO,INFRAESTRUCTURA,2
13101,SANTIAGO,SEGURIDAD E HIGIENE,3
13102,CERRILLOS,CONVIVENCIA,5
13103,CERRO NAVIA,CONVIVENCIA,5
13104,CONCHALÍ,ADMISIÓN,1
13104,CONCHALÍ,CONVIVENCIA,7
13104,CONCHALÍ,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13104,CONCHALÍ,INFRAESTRUCTURA,1
13105,EL BOSQUE,CONVIVENCIA,8
13105,EL BOSQUE,GESTIÓN DE RECURSOS FINANCIEROS,1
13105,EL BOSQUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13106,ESTACIÓN CENTRAL,ADMISIÓN,1
13106,ESTACIÓN CENTRAL,CONVIVENCIA,3
13107,HUECHURABA,CONVIVENCIA,6
13108,INDEPENDENCIA,CONVIVENCIA,10
13109,LA CISTERNA,CONVIVENCIA,17
13109,LA CISTERNA,GESTIÓN DE RECURSOS FINANCIEROS,1
13109,LA CISTERNA,SEGURIDAD E HIGIENE,2
13110,LA FLORIDA,CONVIVENCIA,38
13110,LA FLORIDA,GESTIÓN DE RECURSOS FINANCIEROS,2
13110,LA FLORIDA,GESTIÓN TÉCNICO-ADMINISTRATIVA,4
13110,LA FLORIDA,INFRAESTRUCTURA,2
13110,LA FLORIDA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13110,LA FLORIDA,SEGURIDAD E HIGIENE,3
13111,LA GRANJA,CONVIVENCIA,8
13111,LA GRANJA,GESTIÓN DE RECURSOS FINANCIEROS,1
13111,LA GRANJA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13112,LA PINTANA,CONVIVENCIA,8
13113,LA REINA,CONVIVENCIA,4
13114,LAS CONDES,CONVIVENCIA,12
13114,LAS CONDES,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13114,LAS CONDES,SEGURIDAD E HIGIENE,1
13115,LO BARNECHEA,CONVIVENCIA,3
13115,LO BARNECHEA,INFRAESTRUCTURA,1
13116,LO ESPEJO,CONVIVENCIA,1
13117,LO PRADO,CONVIVENCIA,4
13117,LO PRADO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13118,MACUL,CONVIVENCIA,8
13119,MAIPÚ,ADMISIÓN,2
13119,MAIPÚ,CONVIVENCIA,42
13119,MAIPÚ,GESTIÓN DE RECURSOS FINANCIEROS,3
13119,MAIPÚ,GESTIÓN TÉCNICO-ADMINISTRATIVA,7
13119,MAIPÚ,GESTIÓN TÉCNICO-PEDAGÓGICA,4
13119,MAIPÚ,INFRAESTRUCTURA,2
13119,MAIPÚ,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13120,ÑUÑOA,CONVIVENCIA,25
13120,ÑUÑOA,GESTIÓN DE RECURSOS FINANCIEROS,3
13120,ÑUÑOA,INFRAESTRUCTURA,2
13120,ÑUÑOA,OTRO,1
13120,ÑUÑOA,SEGURIDAD E HIGIENE,1
13121,PEDRO AGUIRRE CERDA,CONVIVENCIA,4
13122,PEÑALOLÉN,CONVIVENCIA,7
13123,PROVIDENCIA,CONVIVENCIA,12
13123,PROVIDENCIA,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13123,PROVIDENCIA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13123,PROVIDENCIA,INFRAESTRUCTURA,1
13123,PROVIDENCIA,SEGURIDAD E HIGIENE,1
13124,PUDAHUEL,CONVIVENCIA,4
13124,PUDAHUEL,GESTIÓN DE RECURSOS FINANCIEROS,2
13124,PUDAHUEL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13124,PUDAHUEL,INFRAESTRUCTURA,2
13124,PUDAHUEL,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13125,QUILICURA,ADMISIÓN,1
13125,QUILICURA,CONVIVENCIA,12
13125,QUILICURA,GESTIÓN DE RECURSOS FINANCIEROS,3
13125,QUILICURA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",2
13126,QUINTA NORMAL,CONVIVENCIA,2
13126,QUINTA NORMAL,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13127,RECOLETA,ADMISIÓN,1
13127,RECOLETA,CONVIVENCIA,10
13127,RECOLETA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13127,RECOLETA,INFRAESTRUCTURA,1
13128,RENCA,ADMISIÓN,1
13128,RENCA,CONVIVENCIA,7
13129,SAN JOAQUÍN,CONVIVENCIA,1
13129,SAN JOAQUÍN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13130,SAN MIGUEL,ADMISIÓN,1
13130,SAN MIGUEL,CONVIVENCIA,12
13130,SAN MIGUEL,GESTIÓN DE RECURSOS FINANCIEROS,1
13130,SAN MIGUEL,GESTIÓN TÉCNICO-ADMINISTRATIVA,4
13130,SAN MIGUEL,INFRAESTRUCTURA,1
13131,SAN RAMÓN,CONVIVENCIA,4
13132,VITACURA,CONVIVENCIA,3
13132,VITACURA,GESTIÓN DE RECURSOS FINANCIEROS,1
13201,PUENTE ALTO,ADMISIÓN,3
13201,PUENTE ALTO,CONVIVENCIA,29
13201,PUENTE ALTO,GESTIÓN DE RECURSOS FINANCIEROS,1
13201,PUENTE ALTO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13201,PUENTE ALTO,INFRAESTRUCTURA,1
13201,PUENTE ALTO,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",2
13201,PUENTE ALTO,SEGURIDAD E HIGIENE,5
13202,PIRQUE,CONVIVENCIA,5
13202,PIRQUE,INFRAESTRUCTURA,1
13203,SAN JOSÉ DE MAIPO,CONVIVENCIA,2
13301,COLINA,CONVIVENCIA,12
13301,COLINA,GESTIÓN DE RECURSOS FINANCIEROS,1
13301,COLINA,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13301,COLINA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13302,LAMPA,CONVIVENCIA,3
13302,LAMPA,INFRAESTRUCTURA,1
13401,SAN BERNARDO,CONVIVENCIA,18
13402,BUIN,CONVIVENCIA,6
13402,BUIN,INFRAESTRUCTURA,1
13402,BUIN,SEGURIDAD E HIGIENE,2
13403,CALERA DE TANGO,CONVIVENCIA,2
13403,CALERA DE TANGO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13404,PAINE,CONVIVENCIA,4
13404,PAINE,GESTIÓN DE RECURSOS FINANCIEROS,1
13404,PAINE,GESTIÓN TÉCNICO-ADMINISTRATIVA,3
13404,PAINE,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13404,PAINE,INFRAESTRUCTURA,1
13501,MELIPILLA,CONVIVENCIA,9
13503,CURACAVÍ,CONVIVENCIA,1
13505,SAN PEDRO,CONVIVENCIA,1
13601,TALAGANTE,CONVIVENCIA,6
13601,TALAGANTE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13601,TALAGANTE,INFRAESTRUCTURA,1
13603,ISLA DE MAIPO,CONVIVENCIA,1
13604,PADRE HURTADO,ADMISIÓN,1
13604,PADRE HURTADO,CONVIVENCIA,3
13604,PADRE HURTADO,INFRAESTRUCTURA,1
13605,PEÑAFLOR,CONVIVENCIA,3
13605,PEÑAFLOR,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13605,PEÑAFLOR,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13605,PEÑAFLOR,INFRAESTRUCTURA,1
14101,VALDIVIA,CONVIVENCIA,8
14101,VALDIVIA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
14101,VALDIVIA,INFRAESTRUCTURA,2
14102,CORRAL,CONVIVENCIA,1
14105,MÁFIL,CONVIVENCIA,1
14106,MARIQUINA,CONVIVENCIA,2
14107,PAILLACO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
14108,PANGUIPULLI,CONVIVENCIA,2
14201,LA UNIÓN,CONVIVENCIA,3
14201,LA UNIÓN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
14201,LA UNIÓN,SEGURIDAD E HIGIENE,1
14202,FUTRONO,INFRAESTRUCTURA,1
14204,RÍO BUENO,CONVIVENCIA,2
15101,ARICA,CONVIVENCIA,12
15101,ARICA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
15101,ARICA,INFRAESTRUCTURA,1
15101,ARICA,SEGURIDAD E HIGIENE,1
16101,CHILLÁN,CONVIVENCIA,7
16201,QUIRIHUE,CONVIVENCIA,1
16202,COBQUECURA,CONVIVENCIA,1
16305,SAN NICOLÁS,CONVIVENCIA,1
