codigo_comuna,nombre_comuna,ambito,n_denuncias
13119,MAIPÚ,GESTIÓN DE RECURSOS FINANCIEROS,3
13119,MAIPÚ,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13119,MAIPÚ,GESTIÓN TÉCNICO-PEDAGÓGICA,3
13120,ÑUÑOA,ADMISIÓN,1
13120,ÑUÑOA,CONVIVENCIA,4
13120,ÑUÑOA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13120,ÑUÑOA,GESTIÓN DE RECURSOS FINANCIEROS,1
13122,PEÑALOLÉN,ADMISIÓN,1
13122,PEÑALOLÉN,CONVIVENCIA,2
13122,PEÑALOLÉN,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13122,PEÑALOLÉN,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13123,PROVIDENCIA,CONVIVENCIA,7
13123,PROVIDENCIA,GESTIÓN TÉCNICO-PEDAGÓGICA,3
13125,QUILICURA,CONVIVENCIA,3
13125,QUILICURA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13125,QUILICURA,INFRAESTRUCTURA,2
13126,QUINTA NORMAL,CONVIVENCIA,2
13126,QUINTA NORMAL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13126,QUINTA NORMAL,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13127,RECOLETA,CONVIVENCIA,4
13128,RENCA,CONVIVENCIA,2
13130,SAN MIGUEL,CONVIVENCIA,1
13201,PUENTE ALTO,ADMISIÓN,3
13201,PUENTE ALTO,CONVIVENCIA,8
13201,PUENTE ALTO,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13201,PUENTE ALTO,SEGURIDAD E HIGIENE,4
13203,SAN JOSÉ DE MAIPO,CONVIVENCIA,1
13301,COLINA,CONVIVENCIA,3
13401,SAN BERNARDO,CONVIVENCIA,6
13401,SAN BERNARDO,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13401,SAN BERNARDO,INFRAESTRUCTURA,2
13401,SAN BERNARDO,SEGURIDAD E HIGIENE,1
13402,BUIN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13404,PAINE,CONVIVENCIA,2
13404,PAINE,GESTIÓN DE RECURSOS FINANCIEROS,2
13501,MELIPILLA,CONVIVENCIA,1
13503,CURACAVÍ,CONVIVENCIA,2
13601,TALAGANTE,CONVIVENCIA,2
13601,TALAGANTE,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13602,EL MONTE,CONVIVENCIA,1
13604,PADRE HURTADO,GESTIÓN DE RECURSOS FINANCIEROS,1
13604,PADRE HURTADO,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13605,PEÑAFLOR,CONVIVENCIA,1
13605,PEÑAFLOR,INFRAESTRUCTURA,1
14101,VALDIVIA,CONVIVENCIA,2
14101,VALDIVIA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
14103,LANCO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
14107,PAILLACO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
14204,RÍO BUENO,CONVIVENCIA,1
15101,ARICA,ADMISIÓN,1
15101,ARICA,CONVIVENCIA,4
15101,ARICA,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
16101,CHILLÁN,CONVIVENCIA,2
16101,CHILLÁN,GESTIÓN DE RECURSOS FINANCIEROS,1
16104,EL CARMEN,CONVIVENCIA,1
16301,SAN CARLOS,CONVIVENCIA,2
