codigo_comuna,nombre_comuna,ambito,n_denuncias
8108,SAN PEDRO DE LA PAZ,ADMISIÓN,1
8108,SAN PEDRO DE LA PAZ,CONVIVENCIA,18
8108,SAN PEDRO DE LA PAZ,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8110,TALCAHUANO,ADMISIÓN,1
8110,TALCAHUANO,CONVIVENCIA,10
8110,TALCAHUANO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
8112,HUALPÉN,CONVIVENCIA,3
8112,HUALPÉN,INFRAESTRUCTURA,1
8201,LEBU,CONVIVENCIA,2
8202,ARAUCO,CONVIVENCIA,2
8203,CAÑETE,CONVIVENCIA,1
8206,LOS ALAMOS,CONVIVENCIA,1
8301,LOS ANGELES,CONVIVENCIA,14
8303,CABRERO,CONVIVENCIA,2
8306,NACIMIENTO,CONVIVENCIA,2
8306,NACIMIENTO,SEGURIDAD E HIGIENE,1
8307,NEGRETE,CONVIVENCIA,1
8311,SANTA BÁRBARA,CONVIVENCIA,1
8312,TUCAPEL,CONVIVENCIA,5
8313,YUMBEL,INFRAESTRUCTURA,1
8313,YUMBEL,SEGURIDAD E HIGIENE,1
9101,TEMUCO,ADMISIÓN,1
9101,TEMUCO,CONVIVENCIA,31
9101,TEMUCO,GESTIÓN DE RECURSOS FINANCIEROS,1
9101,TEMUCO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
9101,TEMUCO,GESTIÓN TÉCNICO-PEDAGÓGICA,2
9102,CARAHUE,CONVIVENCIA,1
9102,CARAHUE,SEGURIDAD E HIGIENE,1
9103,CUNCO,CONVIVENCIA,4
9103,CUNCO,SEGURIDAD E HIGIENE,1
9105,FREIRE,CONVIVENCIA,3
9106,GALVARINO,CONVIVENCIA,3
9108,LAUTARO,CONVIVENCIA,1
9109,LONCOCHE,CONVIVENCIA,1
9111,NUEVA IMPERIAL,CONVIVENCIA,2
9112,PADRE LAS CASAS,CONVIVENCIA,2
9114,PITRUFQUÉN,CONVIVENCIA,2
9114,PITRUFQUÉN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
9115,PUCÓN,CONVIVENCIA,4
9117,TEODORO SCHMIDT,CONVIVENCIA,2
9119,VILCÚN,CONVIVENCIA,1
9120,VILLARRICA,CONVIVENCIA,6
9120,VILLARRICA,INFRAESTRUCTURA,1
9201,ANGOL,CONVIVENCIA,2
9201,ANGOL,INFRAESTRUCTURA,1
9203,CURACAUTÍN,CONVIVENCIA,2
9205,LONQUIMAY,CONVIVENCIA,2
9206,LOS SAUCES,CONVIVENCIA,1
9208,PURÉN,CONVIVENCIA,1
9210,TRAIGUÉN,CONVIVENCIA,2
9211,VICTORIA,CONVIVENCIA,2
10101,PUERTO MONTT,ADMISIÓN,2
10101,PUERTO MONTT,CONVIVENCIA,49
10101,PUERTO MONTT,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
10101,PUERTO MONTT,GESTIÓN TÉCNICO-PEDAGÓGICA,2
10101,PUERTO MONTT,INFRAESTRUCTURA,1
10101,PUERTO MONTT,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
10101,PUERTO MONTT,SEGURIDAD E HIGIENE,1
10102,CALBUCO,CONVIVENCIA,3
10104,FRESIA,CONVIVENCIA,1
10105,FRUTILLAR,CONVIVENCIA,1
10106,LOS MUERMOS,CONVIVENCIA,2
10107,LLANQUIHUE,CONVIVENCIA,1
10107,LLANQUIHUE,SEGURIDAD E HIGIENE,1
10109,PUERTO VARAS,CONVIVENCIA,9
10201,CASTRO,CONVIVENCIA,3
10202,ANCUD,CONVIVENCIA,3
10203,CHONCHI,CONVIVENCIA,2
10204,CURACO DE VÉLEZ,ADMISIÓN,1
10205,DALCAHUE,CONVIVENCIA,3
10208,QUELLÓN,CONVIVENCIA,1
10208,QUELLÓN,SEGURIDAD E HIGIENE,1
10209,QUEMCHI,CONVIVENCIA,1
10210,QUINCHAO,CONVIVENCIA,1
10301,OSORNO,CONVIVENCIA,25
10301,OSORNO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
10305,RÍO NEGRO,CONVIVENCIA,3
10403,HUALAIHUÉ,CONVIVENCIA,1
10404,PALENA,CONVIVENCIA,1
11101,COYHAIQUE,CONVIVENCIA,11
11201,AYSÉN,CONVIVENCIA,2
11201,AYSÉN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
11202,CISNES,CONVIVENCIA,3
11301,COCHRANE,CONVIVENCIA,1
11401,CHILE CHICO,CONVIVENCIA,1
12101,PUNTA ARENAS,CONVIVENCIA,17
12101,PUNTA ARENAS,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
12101,PUNTA ARENAS,GESTIÓN TÉCNICO-PEDAGÓGICA,1
12101,PUNTA ARENAS,SEGURIDAD E HIGIENE,1
13101,SANTIAGO,CONVIVENCIA,59
13101,SANTIAGO,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13101,SANTIAGO,GESTIÓN TÉCNICO-PEDAGÓGICA,4
13101,SANTIAGO,SEGURIDAD E HIGIENE,3
13102,CERRILLOS,CONVIVENCIA,4
13102,CERRILLOS,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13103,CERRO NAVIA,CONVIVENCIA,7
13104,CONCHALÍ,CONVIVENCIA,3
13105,EL BOSQUE,ADMISIÓN,1
13105,EL BOSQUE,CONVIVENCIA,15
13105,EL BOSQUE,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13105,EL BOSQUE,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13105,EL BOSQUE,SEGURIDAD E HIGIENE,1
13106,ESTACIÓN CENTRAL,CONVIVENCIA,10
13106,ESTACIÓN CENTRAL,SEGURIDAD E HIGIENE,1
13107,HUECHURABA,CONVIVENCIA,3
13108,INDEPENDENCIA,CONVIVENCIA,9
13109,LA CISTERNA,CONVIVENCIA,19
13109,LA CISTERNA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13109,LA CISTERNA,INFRAESTRUCTURA,2
13109,LA CISTERNA,SEGURIDAD E HIGIENE,2
13110,LA FLORIDA,CONVIVENCIA,27
13110,LA FLORIDA,GESTIÓN TÉCNICO-ADMINISTRATIVA,4
13110,LA FLORIDA,GESTIÓN TÉCNICO-PEDAGÓGICA,3
13110,LA FLORIDA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13110,LA FLORIDA,SEGURIDAD E HIGIENE,4
13111,LA GRANJA,CONVIVENCIA,6
13112,LA PINTANA,CONVIVENCIA,8
13113,LA REINA,CONVIVENCIA,6
13114,LAS CONDES,CONVIVENCIA,16
13115,LO BARNECHEA,CONVIVENCIA,3
13115,LO BARNECHEA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13115,LO BARNECHEA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13116,LO ESPEJO,CONVIVENCIA,1
13117,LO PRADO,CONVIVENCIA,2
13118,MACUL,CONVIVENCIA,14
13118,MACUL,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13119,MAIPÚ,ADMISIÓN,2
13119,MAIPÚ,CONVIVENCIA,42
13119,MAIPÚ,ENTREGA DEL SERVICIO EDUCATIVO EN EMERGENCIA SANITARIA POR COVID-2019,1
13119,MAIPÚ,GESTIÓN DE RECURSOS FINANCIEROS,2
13119,MAIPÚ,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13119,MAIPÚ,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13119,MAIPÚ,INFRAESTRUCTURA,1
13119,MAIPÚ,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13119,MAIPÚ,SEGURIDAD E HIGIENE,3
13120,ÑUÑOA,ADMISIÓN,2
13120,ÑUÑOA,CONVIVENCIA,25
13120,ÑUÑOA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13120,ÑUÑOA,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13120,ÑUÑOA,INFRAESTRUCTURA,2
13120,ÑUÑOA,SEGURIDAD E HIGIENE,1
13121,PEDRO AGUIRRE CERDA,CONVIVENCIA,6
13121,PEDRO AGUIRRE CERDA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13122,PEÑALOLÉN,ADMISIÓN,1
13122,PEÑALOLÉN,CONVIVENCIA,12
13122,PEÑALOLÉN,SEGURIDAD E HIGIENE,1
13123,PROVIDENCIA,ADMISIÓN,1
13123,PROVIDENCIA,CONVIVENCIA,26
13123,PROVIDENCIA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13123,PROVIDENCIA,GESTIÓN TÉCNICO-PEDAGÓGICA,11
13123,PROVIDENCIA,INFRAESTRUCTURA,1
13123,PROVIDENCIA,SEGURIDAD E HIGIENE,1
13124,PUDAHUEL,CONVIVENCIA,12
13124,PUDAHUEL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13125,QUILICURA,CONVIVENCIA,19
13125,QUILICURA,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13125,QUILICURA,SEGURIDAD E HIGIENE,1
13126,QUINTA NORMAL,CONVIVENCIA,15
13126,QUINTA NORMAL,SEGURIDAD E HIGIENE,1
13127,RECOLETA,CONVIVENCIA,27
13127,RECOLETA,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13127,RECOLETA,"MOBILIARIO, EQUIPAMIENTO, MATERIAL DIDÁCTICO Y ELEMENTOS DE ENSEÑANZA",1
13127,RECOLETA,SEGURIDAD E HIGIENE,1
13128,RENCA,CONVIVENCIA,18
13129,SAN JOAQUÍN,CONVIVENCIA,2
13130,SAN MIGUEL,ADMISIÓN,1
13130,SAN MIGUEL,CONVIVENCIA,16
13130,SAN MIGUEL,GESTIÓN DE RECURSOS FINANCIEROS,1
13130,SAN MIGUEL,SEGURIDAD E HIGIENE,1
13131,SAN RAMÓN,CONVIVENCIA,3
13132,VITACURA,CONVIVENCIA,7
13201,PUENTE ALTO,CONVIVENCIA,49
13201,PUENTE ALTO,GESTIÓN TÉCNICO-ADMINISTRATIVA,2
13201,PUENTE ALTO,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13201,PUENTE ALTO,SEGURIDAD E HIGIENE,2
13202,PIRQUE,CONVIVENCIA,2
13203,SAN JOSÉ DE MAIPO,ADMISIÓN,1
13203,SAN JOSÉ DE MAIPO,CONVIVENCIA,2
13301,COLINA,CONVIVENCIA,17
13301,COLINA,SEGURIDAD E HIGIENE,1
13302,LAMPA,ADMISIÓN,1
13302,LAMPA,CONVIVENCIA,10
13302,LAMPA,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13302,LAMPA,INFRAESTRUCTURA,1
13302,LAMPA,SEGURIDAD E HIGIENE,2
13303,TILTIL,CONVIVENCIA,2
13303,TILTIL,SEGURIDAD E HIGIENE,1
13401,SAN BERNARDO,CONVIVENCIA,18
13401,SAN BERNARDO,GESTIÓN TÉCNICO-PEDAGÓGICA,2
13401,SAN BERNARDO,SEGURIDAD E HIGIENE,2
13402,BUIN,CONVIVENCIA,10
13402,BUIN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13402,BUIN,INFRAESTRUCTURA,1
13403,CALERA DE TANGO,CONVIVENCIA,4
13404,PAINE,CONVIVENCIA,8
13404,PAINE,GESTIÓN TÉCNICO-PEDAGÓGICA,1
13501,MELIPILLA,CONVIVENCIA,11
13501,MELIPILLA,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
13503,CURACAVÍ,ADMISIÓN,1
13503,CURACAVÍ,CONVIVENCIA,2
13601,TALAGANTE,CONVIVENCIA,16
13602,EL MONTE,CONVIVENCIA,4
13603,ISLA DE MAIPO,CONVIVENCIA,1
13603,ISLA DE MAIPO,INFRAESTRUCTURA,1
13604,PADRE HURTADO,CONVIVENCIA,6
13604,PADRE HURTADO,SEGURIDAD E HIGIENE,1
13605,PEÑAFLOR,ADMISIÓN,1
13605,PEÑAFLOR,CONVIVENCIA,5
14101,VALDIVIA,CONVIVENCIA,20
14101,VALDIVIA,INFRAESTRUCTURA,1
14102,CORRAL,CONVIVENCIA,1
14102,CORRAL,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
14103,LANCO,CONVIVENCIA,3
14106,MARIQUINA,CONVIVENCIA,1
14107,PAILLACO,CONVIVENCIA,3
14108,PANGUIPULLI,CONVIVENCIA,3
14108,PANGUIPULLI,GESTIÓN TÉCNICO-PEDAGÓGICA,1
14201,LA UNIÓN,CONVIVENCIA,3
14202,FUTRONO,CONVIVENCIA,1
14204,RÍO BUENO,CONVIVENCIA,4
14204,RÍO BUENO,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
15101,ARICA,CONVIVENCIA,19
15101,ARICA,SEGURIDAD E HIGIENE,2
16101,CHILLÁN,CONVIVENCIA,19
16101,CHILLÁN,GESTIÓN TÉCNICO-ADMINISTRATIVA,1
16101,CHILLÁN,GESTIÓN TÉCNICO-PEDAGÓGICA,1
16102,BULNES,CONVIVENCIA,4
16104,EL CARMEN,CONVIVENCIA,1
16106,PINTO,CONVIVENCIA,1
16106,PINTO,GESTIÓN DE RECURSOS FINANCIEROS,1
16106,PINTO,GESTIÓN TÉCNICO-PEDAGÓGICA,1
16109,YUNGAY,CONVIVENCIA,2
16201,QUIRIHUE,CONVIVENCIA,1
16301,SAN CARLOS,CONVIVENCIA,1
16302,COIHUECO,CONVIVENCIA,1
16303,ÑIQUÉN,CONVIVENCIA,1
16305,SAN NICOLÁS,CONVIVENCIA,1
NA,NA,ADMISIÓN,1
